"Name","Platform","Genre","Publisher","Developer","Rating","Global_Sales","Year_of_Release","Critic_Score","Critic_Count","User_Score","User_Count"
"Tony Hawk's Underground 2","GC","Sports","Activision","Neversoft Entertainm","T","0.5","2004","82","30","8.9","17"
"Graffiti Kingdom","PS2","Role-Playing","505 Games","Taito Corporation","E","0.03","2004","71","27","7.1","12"
"Tony Hawk: Shred","X360","Sports","Activision","Robomodo","E","0.26","2010","53","10","6.6","10"
"State of Emergency","PS2","Action","Take-Two Interactive","VIS Entertainment","M","1.76","2002","71","34","5.7","33"
"Tiger Woods PGA Tour 08","PS3","Sports","Electronic Arts","EA Salt Lake","E","0.73","2007","79","30","6.6","7"
"NFL Street 2","XB","Sports","Electronic Arts","EA Tiburon","E","0.48","2004","78","44","6.5","11"
"Front Mission Evolved","PS3","Shooter","Square Enix","Double Helix Games","T","0.29","2010","58","42","6","30"
"Touch Detective","DS","Adventure","505 Games","BeeWorks","E10+","0.09","2006","60","25","6.8","6"
"Phineas and Ferb","DS","Action","Disney Interactive Studios","Altron","E","1.84","2009","80","4","4.5","8"
"NCAA Football 2004","XB","Sports","Electronic Arts","EA Sports","E","0.43","2003","88","13","8.8","19"
"Bully: Scholarship Edition","X360","Action","Take-Two Interactive","Mad Doc Software, Ro","T","1.06","2008","80","56","8.3","154"
"Metroid: Zero Mission","GBA","Adventure","Nintendo","Nintendo","E","0.84","2004","89","50","9","132"
"L.A. Noire","PS3","Adventure","Take-Two Interactive","Team Bondi","M","3.17","2011","89","78","7.7","1010"
"Lord of Arcana","PSP","Role-Playing","Square Enix","Access Games","M","0.32","2010","53","45","5.5","21"
"Digimon Rumble Arena 2","GC","Fighting","Atari","Black Ship Games","T","0.04","2004","71","5","8.1","7"
"Enchanted Arms","X360","Role-Playing","Ubisoft","From Software","T","0.19","2006","69","54","6.9","60"
"Arcana Heart 3","PS3","Fighting","PQube","Examu","T","0.2","2011","73","10","7.5","27"
"Suzuki TT Superbikes","PS2","Racing","Jester Interactive","Jester Interactive","E","0.4","2005","71","7","8.5","8"
"Cross Edge","PS3","Role-Playing","Nippon Ichi Software","Compile Heart","T","0.23","2008","52","32","7.2","82"
"Dynasty Warriors 5 Empires","PS2","Action","Tecmo Koei","Omega Force","T","0.34","2006","62","23","9.1","24"
"Iron Man","PS2","Action","Sega","Artificial Mind and","T","0.54","2008","47","8","5.6","15"
"Monsters vs. Aliens","PC","Action","Activision","Beenox","E10+","0.03","2009","63","8","6.2","5"
"SimCity DS","DS","Simulation","Electronic Arts","Aki Corp.","E","0.6","2007","69","27","6.3","18"
"Spider-Man: The Movie","XB","Action","Activision","Treyarch","E","1.4","2002","79","29","7.5","11"
"NASCAR 06: Total Team Control","PS2","Racing","Electronic Arts","EA Sports","E","0.63","2005","78","18","7.7","18"
"Robot Alchemic Drive","PS2","Action","Enix Corporation","Sandlot","T","0.07","2002","79","21","8.2","13"
"Rugby World Cup 2011","PS3","Sports","505 Games","HB Studios Multimedi","E","0.32","2011","50","12","5.6","7"
"Dragon Quest V: Hand of the Heavenly","DS","Role-Playing","Square Enix","ArtePiazza","E10+","1.57","2008","84","46","8.5","57"
"Dance Dance Revolution Extreme","PS2","Simulation","Konami Digital Entertainmen","KCET","E","2.13","2004","77","26","9","20"
"Battlefield 3","X360","Shooter","Electronic Arts","EA DICE","M","7.32","2011","84","57","7.4","2142"
"Taz Wanted","GC","Platform","Atari","Blitz Games","E","0.08","2002","61","5","7","5"
"Breath of Fire: Dragon Quarter","PS2","Role-Playing","Capcom","Capcom","T","0.19","2002","78","28","6.9","35"
"NBA Live 07","PS2","Sports","Electronic Arts","EA Sports","E","1.3","2006","63","12","6","39"
"Drone Tactics","DS","Strategy","Success","Success","E10+","0.02","2007","74","12","7.4","7"
"Fairytale Fights","PS3","Action","Playlogic Game Factory","Playlogic, The Game","M","0.17","2009","53","34","6","22"
"IL-2 Sturmovik: Forgotten Battles","PC","Simulation","Ubisoft","1C, 1C Company","T","0.02","2003","86","12","8.6","38"
"Black * Rock Shooter: The Game","PSP","Role-Playing","Unknown","Image Epoch, Imageep","T","0.15","2011","66","19","7.2","39"
"Justice League Heroes: The Flash","GBA","Action","Eidos Interactive","WayForward","E10+","0.03","2006","72","8","7.4","7"
"World of Warcraft: The Burning Crusad","PC","Role-Playing","Activision","Blizzard Entertainme","T","4.09","2007","91","46","7.9","785"
"Tony Hawk's American Sk8land","DS","Sports","Activision","Vicarious Visions","E","0.21","2005","84","31","8.7","55"
"Worms World Party","PC","Strategy","Virgin Interactive","Team 17","E","0.02","2001","75","8","7.6","68"
"TMNT","PSP","Action","Ubisoft","Ubisoft Montreal","E10+","0.11","2007","37","7","4.1","12"
"SOCOM: U.S. Navy SEALs Fireteam Bravo","PSP","Shooter","Sony Computer Entertainment","Zipper Interactive","T","1.05","2006","81","31","9","36"
"Delta Force: Black Hawk Down","XB","Shooter","NovaLogic","Climax Group","T","0.34","2005","61","37","6.6","19"
"Naruto: Ninja Council","GBA","Action","Tomy Corporation","Aspect","E10+","0.22","2003","60","12","7.1","9"
"God of War","PS2","Action","Sony Computer Entertainment","SCE Santa Monica","M","4.45","2005","94","75","8.9","997"
"Mario Party 4","GC","Misc","Nintendo","Hudson","E","2.47","2002","70","26","7.4","74"
"Shrek Extra Large","GC","Platform","TDK Mediactive","Digital Illusions","T","0.17","2002","36","6","5.6","23"
"The Gunstringer","X360","Shooter","Microsoft Game Studios","Twisted Pixel Games","T","0.4","2011","77","60","8.1","40"
"Haunting Ground","PS2","Action","Capcom","Capcom","M","0.07","2005","67","33","8.8","44"
"NASCAR 2011: The Game","Wii","Racing","Activision","Eutechnyx","E","0.22","2011","42","5","3.1","9"
"Naruto Shippuden: Ultimate Ninja Stor","PS3","Fighting","Namco Bandai Games","CyberConnect2, Racji","T","0.73","2012","74","23","7.1","83"
"Universe at War: Earth Assault","X360","Action","Sega","Petroglyph","T","0.1","2008","66","44","8.3","57"
"Imperium Romanum","PC","Strategy","Kalypso Media","Haemimont","E10+","0.02","2008","63","19","7.5","24"
"C.O.P.: The Recruit","DS","Action","Ubisoft","Velez & Dubail","T","0.08","2009","55","38","7.5","13"
"The Chronicles of Narnia: The Lion, T","PS2","Action","Disney Interactive Studios","Traveller's Tales","T","0.43","2005","68","36","8.4","17"
"Super Mario Strikers","GC","Sports","Nintendo","Next Level Games","E","1.61","2005","76","39","8.7","55"
"Crime Life: Gang Wars","XB","Action","Konami Digital Entertainmen","Hothouse Creations","M","0.05","2005","30","19","3.4","9"
"Painkiller","PC","Shooter","DreamCatcher Interactive","People Can Fly","M","0.02","2004","81","62","8.1","284"
"Undead Knights","PSP","Action","Ubisoft Annecy","Now Production","M","0.12","2009","63","27","8","13"
"Tony Hawk's Pro Skater 3","XB","Sports","Activision","Neversoft Entertainm","T","0.55","2002","93","22","8.4","17"
"C.O.R.E.","DS","Shooter","Graffiti","NoWay Studio","M","0.04","2009","44","16","6.9","19"
"X-Men Legends","XB","Role-Playing","Activision","Raven Software","T","0.9","2004","82","63","8.5","14"
"Front Mission","DS","Strategy","Square Enix","Square Enix","E10+","0.04","2007","72","19","8.9","9"
"Plants vs. Zombies","PC","Strategy","PopCap Games","PopCap","E10+","0.05","2009","87","41","8.9","891"
"Prince of Persia: Rival Swords","Wii","Action","Ubisoft","Ubisoft Montreal","T","0.29","2007","70","30","7.7","21"
"Gretzky NHL 06","PSP","Sports","Sony Computer Entertainment","Page 44 Studios","E10+","0.14","2005","65","22","6.8","4"
"Airblade","PS2","Sports","Sony Computer Entertainment","Criterion Games","T","0.23","2001","70","18","5.8","12"
"Dead or Alive 5","PS3","Fighting","Tecmo Koei","Team Ninja","M","0.64","2012","74","34","7.7","109"
"Infinite Space","DS","Role-Playing","Sega","PlatinumGames","T","0.2","2009","75","46","9","61"
"FIFA Street 3","X360","Sports","Electronic Arts","EA Canada","E","0.32","2008","63","48","6.9","18"
"Medal of Honor: Frontline","GC","Shooter","Electronic Arts","Dreamworks Games","T","0.59","2002","80","16","7.9","16"
"SSX On Tour","GC","Sports","Electronic Arts","EA Canada","E","0.17","2005","80","27","7.5","14"
"Mega Man Network Transmission","GC","Platform","Capcom","Arika","E","0.17","2003","65","28","7.6","13"
"Alien Syndrome","PSP","Role-Playing","Sega","Totally Games","T","0.08","2007","51","20","6","9"
"Attack of the Movies 3D","X360","Shooter","Majesco Entertainment","Panic Button","T","0.04","2010","38","8","1.7","10"
"Yanya Caballista: City Skater","PS2","Sports","Tecmo Koei","Cave","E","0.05","2001","58","13","6.3","7"
"NieR","PS3","Role-Playing","Square Enix","Cavia Inc.","M","0.61","2010","68","58","8.4","263"
"Fullmetal Alchemist: Trading Card Gam","DS","Misc","Destineer","Magellan Interactive","T","0.01","2007","61","7","7.5","4"
"Ford Racing 3","PS2","Racing","Take-Two Interactive","Razorworks Studios","E","0.26","2004","50","7","6.6","8"
"Tom Clancy's HAWX","PC","Action","Ubisoft","Ubisoft Romania","T","0.04","2009","70","23","7.3","125"
".hack//Outbreak Part 3","PS2","Role-Playing","Atari","CyberConnect2","T","0.46","2002","70","23","8.7","19"
"The BIGS","Wii","Sports","Take-Two Interactive","Blue Castle Games","E","0.37","2007","66","15","7.1","14"
"ExciteBots: Trick Racing","Wii","Racing","Nintendo","Monster Games Inc.","E","0.26","2009","77","29","8.6","26"
"Robotech: The Macross Saga","GBA","Shooter","TDK Mediactive","Lucky Chicken","E","0.21","2002","61","8","6.5","4"
"Monopoly","Wii","Misc","Electronic Arts","Electronic Arts","E","1.89","2008","70","11","7.8","17"
"Armored Core 3 Portable","PSP","Simulation","From Software","From Software","T","0.08","2009","43","6","6.7","6"
"Baten Kaitos Origins","GC","Role-Playing","Unknown","Monolith Soft, Namco","T","0.1","2006","75","21","8.9","23"
"Worms","X360","Strategy","Microsoft Game Studios","Team 17","E10+","0.02","2007","75","25","6.9","28"
"Harry Potter and the Deathly Hallows","DS","Action","Electronic Arts","Full Fat","E10+","0.41","2010","56","6","6","4"
"Lemony Snicket's A Series of Unfortun","GBA","Platform","Activision","Griptonite Games","E","0.42","2004","72","8","8","4"
"Def Jam Rapstar","X360","Misc","Konami Digital Entertainmen","Terminal Reality, 4m","T","0.29","2010","74","36","5.4","9"
"The Lord of the Rings: The Fellowship","XB","Action","Universal Interactive","WXP","T","0.53","2002","59","23","6.6","10"
"Crysis 2","X360","Action","Electronic Arts","Crytek","M","1.34","2011","84","72","7.5","533"
"The Golden Compass","X360","Action","Sega","Shiny Entertainment","E10+","0.46","2007","41","25","4.1","14"
"Legend of Kay","PS2","Action","JoWood Productions","Neon Studios","E10+","0.05","2005","72","30","7.3","18"
"World Tour Soccer","PSP","Sports","Sony Computer Entertainment","SCEE","E","1.07","2005","70","31","5.6","5"
"Prince of Persia: The Sands of Time","XB","Action","Ubisoft","Ubisoft","T","0.94","2003","92","41","7.8","72"
"Ben 10 Alien Force: Vilgax Attacks","X360","Action","D3Publisher","Papaya Studios","E10+","0.22","2009","61","9","8.3","4"
"Mega Man X8","PS2","Platform","Capcom","Valuewave Co.,Ltd.","E","0.29","2004","68","23","8.5","63"
"Risk: Global Domination","PS2","Strategy","Atari","Cyberlore Studios","T","0.38","2003","60","9","8.8","25"
"Dead Rising 2: Off the Record","X360","Action","Capcom","Capcom Vancouver","M","0.27","2011","72","48","7.5","60"
"MLB 12: The Show","PS3","Sports","Sony Computer Entertainment","SCEA San Diego Studi","E","0.92","2012","87","23","7.5","75"
"Spider-Man 3","X360","Platform","Activision","Treyarch","T","0.57","2007","63","61","7","53"
"MotorStorm: Arctic Edge","PSP","Racing","Sony Computer Entertainment","Bigbig Studios","T","1.02","2009","79","58","8.8","39"
"Epic Mickey 2: The Power of Two","X360","Action","Disney Interactive Studios","Blitz Games Studios","E","0.51","2012","59","35","5.5","22"
"Fur Fighters: Viggo's Revenge","PS2","Action","Acclaim Entertainment","Bizarre Creations","T","0.14","2001","64","15","7.3","37"
"Harry Potter and the Prisoner of Azka","GBA","Action","Electronic Arts","Griptonite Games","E","0.52","2004","69","11","8.1","12"
"DeathSmiles","X360","Shooter","Rising Star Games","Cave","T","0.28","2009","76","29","8.4","47"
"Lost Odyssey","X360","Role-Playing","Microsoft Game Studios","Mistwalker","T","0.9","2007","78","68","8.3","432"
"Mario Party 9","Wii","Misc","Nintendo","Nd Cube","E","3.13","2012","73","45","6.8","155"
"Van Helsing","XB","Action","Activision","Saffire","T","0.18","2007","63","32","7.6","8"
"Naruto Shippuden: Ultimate Ninja Stor","X360","Fighting","Namco Bandai Games","CyberConnect2, Racji","T","0.44","2012","74","35","7.2","47"
"Blood Bowl: Legendary Edition","PC","Sports","Focus Home Interactive","Cyanide","T","0.02","2010","73","13","6.4","75"
"Syberia","XB","Action","Microids","Microids","T","0.1","2003","72","17","7","5"
"Forza Motorsport","XB","Racing","Microsoft Game Studios","Microsoft Game Studi","E","1.05","2005","92","73","7.6","213"
"Vanquish","X360","Shooter","Sega","PlatinumGames","M","0.42","2010","84","70","8.4","182"
"NHL 08","PS3","Action","Electronic Arts","EA Canada","E10+","0.25","2007","86","23","6.9","23"
"Over the Hedge","PS2","Platform","Activision","Edge of Reality","E10+","0.54","2006","58","29","8.6","10"
"Harry Potter and the Goblet of Fire","XB","Action","Electronic Arts","Electronic Arts","E10+","0.23","2005","68","26","5.8","10"
"The Adventures of Tintin: The Game","X360","Action","Ubisoft","Ubisoft Montpellier","E10+","0.24","2011","63","35","6.1","12"
"Harry Potter and the Order of the Pho","Wii","Action","Electronic Arts","EA Games","E10+","0.46","2007","69","34","7.2","28"
"Samurai Jack: The Shadow of Aku","PS2","Action","Sega","Adrenium","T","0.06","2004","59","21","8.4","10"
"Rock Band 3","PS3","Misc","MTV Games","Harmonix Music Syste","T","0.57","2010","91","34","8","95"
"Kingdom Hearts Re:coded","DS","Role-Playing","Square Enix","Square Enix, h.a.n.d","E10+","0.93","2010","66","58","7","76"
"Dragon Booster","DS","Shooter","Konami Digital Entertainmen","Konami Computer Ente","E","0.02","2005","33","14","7","9"
"Final Fight: Streetwise","XB","Action","Capcom","Secret Level","M","0.02","2006","42","29","4","4"
"Bomberman","DS","Puzzle","Ubisoft","Racjin","E","0.15","2005","75","30","7","12"
"NFL Head Coach 09","PS3","Sports","Electronic Arts","EA Tiburon","E","0.14","2008","64","12","7.1","12"
"Crazy Taxi","PS2","Racing","Acclaim Entertainment","Acclaim Studios Chel","T","2.52","2001","80","15","7.9","46"
"Sniper Elite V2","PS3","Shooter","505 Games","Rebellion","M","0.96","2012","70","21","6.9","92"
"Pok??mon Emerald Version","GBA","Role-Playing","Nintendo","Game Freak","E","6.41","2004","76","28","9","222"
"Grand Theft Auto: Chinatown Wars","PSP","Action","Take-Two Interactive","Rockstar Leeds","M","1.06","2009","90","77","7.3","146"
"Supreme Commander","X360","Strategy","505 Games","Hellbent Games","E10+","0.09","2008","56","24","5.7","19"
"Oddworld: Stranger's Wrath","XB","Adventure","Electronic Arts","Oddworld Inhabitants","T","0.26","2005","88","65","9.1","58"
"Eternal Sonata","X360","Role-Playing","Atari","Tri-Crescendo","T","0.32","2007","79","56","7.9","97"
"Wild ARMs: Alter Code F","PS2","Role-Playing","Sony Computer Entertainment","Media Vision","T","0.09","2003","73","25","8.3","26"
"Fighter Maker 2","PS2","Fighting","Enterbrain","Enterbrain","T","0.07","2002","58","11","7.8","5"
"God of War: Chains of Olympus","PSP","Action","Sony Computer Entertainment","Ready at Dawn","M","3.18","2008","91","79","8.6","565"
"Tomb Raider: Anniversary","PC","Action","Eidos Interactive","Nixxes Software","T","0.03","2007","83","26","8.1","242"
"Drawn to Life: The Next Chapter","DS","Puzzle","THQ","5TH Cell","E","0.64","2009","72","21","7.7","22"
"PixelJunk Monsters Deluxe","PSP","Strategy","Sony Computer Entertainment","Q-Games","E","0.12","2010","86","27","7.9","32"
"New Super Mario Bros. Wii","Wii","Platform","Nintendo","Nintendo","E","28.32","2009","87","80","8.4","594"
"Riding Spirits","PS2","Racing","BAM! Entertainment","Spike","E","0.26","2002","59","14","9","17"
"Dungeon Siege III","PC","Role-Playing","Square Enix","Obsidian Entertainme","T","0.17","2011","72","37","4.7","399"
"BlazBlue: Continuum Shift","PS3","Fighting","PQube","Arc System Works","T","0.41","2010","87","29","8","65"
"Dynasty Warriors: Gundam 2","PS3","Action","Namco Bandai Games","Omega Force","T","0.49","2008","54","22","7","28"
"Damnation","PS3","Shooter","Codemasters","Blue Omega","M","0.09","2009","36","36","2.8","40"
"Naruto Shippuden: Clash of Ninja Revo","Wii","Fighting","Nintendo","8ing/Raizing","T","0.51","2009","74","23","8.1","21"
"Mobile Suit Gundam: Zeonic Front","PS2","Simulation","Namco Bandai Games","Sunrise Interactive","T","0.43","2001","71","12","8.8","23"
"Spore","PC","Strategy","Electronic Arts","Maxis","E10+","1.17","2008","84","75","5.3","1711"
"Serious Sam: Next Encounter","PS2","Shooter","Global Star","Climax Group","M","0.07","2004","65","27","7.8","17"
"Dewy's Adventure","Wii","Platform","Konami Digital Entertainmen","Konami","E","0.16","2007","67","29","6.3","15"
"F.E.A.R.","X360","Shooter","Vivendi Games","Day 1 Studios","M","0.34","2006","85","44","7.3","131"
"XGRA: Extreme G-Racing Association","PS2","Racing","Eidos Interactive","Acclaim Studios Chel","T","0.62","2004","68","23","8.6","8"
"Sega Soccer Slam","GC","Sports","Sega","Black Box","E","0.07","2002","84","22","7.7","7"
